,Thermostat,Smoke_Alarm,Light A,Light B,Door,Person
2304,79,OFF,ON,ON,LOCKED,Away
2305,78,OFF,ON,ON,LOCKED,Away
2306,79,OFF,ON,ON,LOCKED,Away
2307,80,OFF,ON,ON,LOCKED,Away
2308,79,OFF,OFF,ON,LOCKED,Away
2309,79,OFF,ON,ON,LOCKED,Away
2310,79,OFF,ON,ON,LOCKED,Away
2311,78,OFF,ON,ON,LOCKED,Away
2312,79,OFF,OFF,ON,LOCKED,Away
2313,79,OFF,ON,ON,LOCKED,Away
2314,78,OFF,ON,ON,LOCKED,Away
2315,78,OFF,OFF,ON,LOCKED,Away
2316,79,OFF,ON,ON,LOCKED,Away
2317,80,OFF,OFF,ON,LOCKED,Away
2318,81,OFF,ON,ON,LOCKED,Away
2319,81,OFF,ON,ON,LOCKED,Away
2320,82,OFF,OFF,ON,LOCKED,Away
2321,81,OFF,ON,ON,LOCKED,Away
2322,80,OFF,ON,ON,LOCKED,Away
2323,80,OFF,ON,ON,LOCKED,Away
2324,79,OFF,OFF,ON,LOCKED,Away
2325,78,OFF,ON,ON,LOCKED,Away
2326,79,OFF,ON,ON,LOCKED,Away
2327,80,OFF,ON,ON,LOCKED,Away
2328,80,OFF,ON,ON,LOCKED,Away
2329,80,OFF,ON,ON,LOCKED,Away
2330,79,OFF,ON,ON,LOCKED,Away
2331,79,OFF,OFF,ON,LOCKED,Away
2332,79,OFF,ON,ON,LOCKED,Home
2333,79,OFF,ON,ON,LOCKED,Home
2334,79,OFF,ON,ON,LOCKED,Home
2335,80,OFF,OFF,OFF,LOCKED,Home
2336,81,OFF,OFF,ON,LOCKED,Away
2337,82,OFF,ON,ON,LOCKED,Away
2338,83,OFF,OFF,ON,LOCKED,Home
2339,82,OFF,ON,ON,LOCKED,Home
2340,83,OFF,ON,ON,LOCKED,Home
2341,82,OFF,ON,ON,LOCKED,Home
2342,81,OFF,OFF,OFF,LOCKED,Home
2343,81,OFF,OFF,OFF,LOCKED,Home
2344,82,OFF,OFF,OFF,LOCKED,Home
2345,81,OFF,OFF,OFF,LOCKED,Home
2346,82,OFF,OFF,OFF,LOCKED,Home
2347,81,OFF,OFF,ON,LOCKED,Home
2348,81,OFF,ON,ON,LOCKED,Home
2349,81,OFF,ON,ON,LOCKED,Home
2350,80,OFF,OFF,OFF,LOCKED,Home
2351,81,OFF,OFF,OFF,LOCKED,Home
2352,81,OFF,OFF,OFF,LOCKED,Home
2353,81,OFF,OFF,OFF,LOCKED,Home
2354,81,OFF,OFF,OFF,LOCKED,Home
2355,81,OFF,OFF,ON,LOCKED,Home
2356,82,OFF,ON,ON,LOCKED,Home
2357,83,OFF,ON,ON,LOCKED,Home
2358,84,OFF,ON,ON,LOCKED,Home
2359,85,OFF,OFF,OFF,LOCKED,Home
2360,84,OFF,OFF,OFF,LOCKED,Home
2361,85,OFF,OFF,ON,LOCKED,Away
2362,85,OFF,ON,ON,LOCKED,Away
2363,84,OFF,ON,ON,LOCKED,Away
2364,83,OFF,ON,ON,LOCKED,Away
2365,82,OFF,ON,ON,LOCKED,Away
2366,81,OFF,ON,ON,LOCKED,Away
2367,80,OFF,ON,ON,LOCKED,Away
2368,79,OFF,ON,ON,LOCKED,Away
2369,80,OFF,ON,ON,LOCKED,Away
2370,80,OFF,ON,ON,LOCKED,Away
2371,80,OFF,OFF,ON,LOCKED,Home
2372,81,OFF,ON,ON,LOCKED,Home
2373,82,OFF,ON,ON,LOCKED,Home
2374,82,OFF,ON,ON,LOCKED,Home
2375,81,OFF,ON,ON,LOCKED,Home
2376,82,OFF,OFF,ON,LOCKED,Home
2377,81,OFF,ON,ON,LOCKED,Home
2378,81,OFF,OFF,OFF,LOCKED,Home
2379,81,OFF,OFF,OFF,LOCKED,Home
2380,80,OFF,OFF,ON,LOCKED,Away
2381,81,OFF,ON,ON,LOCKED,Away
2382,81,OFF,ON,ON,LOCKED,Away
2383,80,OFF,OFF,ON,LOCKED,Away
2384,79,OFF,ON,ON,LOCKED,Away
2385,79,OFF,ON,ON,LOCKED,Away
2386,78,OFF,ON,ON,LOCKED,Away
2387,77,OFF,OFF,ON,LOCKED,Away
2388,76,OFF,ON,ON,LOCKED,Away
2389,76,OFF,OFF,ON,LOCKED,Home
2390,75,OFF,ON,ON,LOCKED,Away
2391,75,OFF,OFF,ON,LOCKED,Away
2392,76,OFF,ON,ON,LOCKED,Away
2393,77,OFF,OFF,ON,LOCKED,Away
2394,76,OFF,ON,ON,LOCKED,Away
2395,75,OFF,ON,ON,LOCKED,Away
2396,74,OFF,ON,ON,LOCKED,Away
2397,73,OFF,ON,ON,LOCKED,Away
2398,72,OFF,OFF,ON,LOCKED,Away
2399,73,OFF,ON,ON,LOCKED,Away
2400,74,OFF,ON,ON,LOCKED,Away
2401,75,OFF,ON,ON,LOCKED,Away
2402,76,OFF,ON,ON,LOCKED,Away
2403,77,OFF,ON,ON,LOCKED,Away
2404,78,OFF,ON,ON,LOCKED,Away
2405,78,OFF,OFF,ON,LOCKED,Away
2406,78,OFF,ON,ON,LOCKED,Away
2407,78,OFF,OFF,ON,LOCKED,Home
2408,79,OFF,ON,ON,LOCKED,Away
2409,78,OFF,OFF,ON,LOCKED,Home
2410,79,OFF,ON,OFF,LOCKED,Home
2411,80,OFF,OFF,OFF,LOCKED,Home
2412,79,OFF,OFF,OFF,LOCKED,Home
2413,80,OFF,OFF,OFF,LOCKED,Home
2414,80,OFF,OFF,OFF,LOCKED,Home
2415,80,OFF,OFF,OFF,LOCKED,Home
2416,79,OFF,OFF,ON,LOCKED,Home
2417,79,OFF,ON,ON,LOCKED,Home
2418,78,OFF,OFF,ON,LOCKED,Away
2419,79,OFF,ON,ON,LOCKED,Away
2420,78,OFF,ON,ON,LOCKED,Away
2421,79,OFF,OFF,ON,LOCKED,Away
2422,78,OFF,ON,ON,LOCKED,Away
2423,78,OFF,OFF,ON,LOCKED,Away
2424,78,OFF,ON,ON,LOCKED,Away
2425,77,OFF,ON,ON,LOCKED,Away
2426,78,OFF,OFF,ON,LOCKED,Home
2427,77,OFF,ON,OFF,LOCKED,Home
2428,76,OFF,OFF,OFF,LOCKED,Home
2429,76,OFF,OFF,OFF,LOCKED,Home
2430,76,OFF,OFF,OFF,LOCKED,Home
2431,77,OFF,OFF,OFF,LOCKED,Home
2432,76,OFF,OFF,OFF,LOCKED,Home
2433,75,OFF,OFF,ON,LOCKED,Home
2434,76,OFF,ON,ON,LOCKED,Home
2435,76,OFF,OFF,OFF,LOCKED,Home
2436,77,OFF,OFF,OFF,LOCKED,Home
2437,77,OFF,OFF,OFF,LOCKED,Home
2438,77,OFF,OFF,OFF,LOCKED,Home
2439,78,OFF,OFF,OFF,LOCKED,Home
2440,78,OFF,OFF,ON,LOCKED,Home
2441,79,OFF,ON,ON,LOCKED,Home
2442,78,OFF,OFF,ON,LOCKED,Home
2443,77,OFF,ON,ON,LOCKED,Home
2444,78,OFF,ON,ON,LOCKED,Home
2445,77,OFF,ON,ON,LOCKED,Home
2446,77,OFF,OFF,OFF,LOCKED,Home
2447,76,OFF,OFF,OFF,LOCKED,Home
2448,75,OFF,OFF,ON,LOCKED,Away
2449,76,OFF,ON,ON,LOCKED,Away
2450,75,OFF,ON,ON,LOCKED,Away
2451,74,OFF,ON,ON,LOCKED,Away
2452,75,OFF,OFF,ON,LOCKED,Away
2453,74,OFF,ON,ON,LOCKED,Away
2454,73,OFF,OFF,ON,LOCKED,Away
2455,72,OFF,ON,ON,LOCKED,Away
2456,73,OFF,OFF,ON,LOCKED,Away
2457,74,OFF,ON,ON,LOCKED,Away
2458,74,OFF,ON,ON,LOCKED,Away
2459,75,OFF,ON,ON,LOCKED,Away
2460,76,OFF,ON,ON,LOCKED,Away
2461,75,OFF,ON,ON,LOCKED,Away
2462,74,OFF,ON,ON,LOCKED,Away
2463,74,OFF,ON,ON,LOCKED,Away
2464,75,OFF,ON,ON,LOCKED,Away
2465,75,OFF,ON,ON,LOCKED,Away
2466,76,OFF,OFF,ON,LOCKED,Away
2467,77,OFF,ON,ON,LOCKED,Away
2468,77,OFF,ON,ON,LOCKED,Away
2469,77,OFF,ON,ON,LOCKED,Away
2470,76,OFF,ON,ON,LOCKED,Away
2471,77,OFF,ON,ON,LOCKED,Away
2472,78,OFF,ON,ON,LOCKED,Away
2473,78,OFF,ON,ON,LOCKED,Away
2474,77,OFF,ON,ON,LOCKED,Away
2475,76,OFF,OFF,ON,LOCKED,Away
2476,77,OFF,ON,ON,LOCKED,Away
2477,78,OFF,ON,ON,LOCKED,Away
2478,78,OFF,ON,ON,LOCKED,Away
2479,78,OFF,ON,ON,LOCKED,Away
2480,79,OFF,ON,ON,LOCKED,Away
2481,78,OFF,ON,ON,LOCKED,Away
2482,77,OFF,OFF,ON,LOCKED,Away
2483,76,OFF,ON,ON,LOCKED,Away
2484,75,OFF,ON,ON,LOCKED,Away
2485,76,OFF,ON,ON,LOCKED,Away
2486,75,OFF,OFF,ON,LOCKED,Away
2487,75,OFF,ON,ON,LOCKED,Away
2488,74,OFF,OFF,ON,LOCKED,Home
2489,74,OFF,ON,OFF,LOCKED,Home
2490,74,OFF,OFF,OFF,LOCKED,Home
2491,74,OFF,OFF,OFF,LOCKED,Home
2492,74,OFF,OFF,ON,LOCKED,Away
2493,73,OFF,ON,ON,LOCKED,Away
2494,74,OFF,OFF,ON,LOCKED,Away
2495,75,OFF,ON,ON,LOCKED,Away
2496,76,OFF,ON,ON,LOCKED,Away
2497,75,OFF,ON,ON,LOCKED,Away
2498,76,OFF,ON,ON,LOCKED,Away
2499,75,OFF,OFF,ON,LOCKED,Away
2500,76,OFF,ON,ON,LOCKED,Away
2501,77,OFF,OFF,ON,LOCKED,Home
2502,76,OFF,ON,ON,LOCKED,Away
2503,75,OFF,OFF,ON,LOCKED,Home
2504,75,OFF,ON,ON,LOCKED,Home
2505,74,OFF,ON,ON,LOCKED,Home
2506,73,OFF,ON,ON,LOCKED,Home
2507,73,OFF,ON,ON,LOCKED,Home
2508,73,OFF,ON,ON,LOCKED,Home
2509,73,OFF,ON,ON,LOCKED,Home
2510,74,OFF,ON,ON,LOCKED,Home
2511,74,OFF,ON,ON,LOCKED,Home
2512,73,OFF,ON,ON,LOCKED,Home
2513,73,OFF,OFF,OFF,LOCKED,Home
2514,74,OFF,OFF,OFF,LOCKED,Home
2515,74,OFF,OFF,ON,LOCKED,Away
2516,75,OFF,ON,ON,LOCKED,Away
2517,75,OFF,OFF,ON,LOCKED,Home
2518,76,OFF,ON,ON,LOCKED,Home
2519,77,OFF,ON,ON,LOCKED,Home
2520,76,OFF,ON,ON,LOCKED,Home
2521,75,OFF,OFF,ON,LOCKED,Away
2522,74,OFF,ON,ON,LOCKED,Away
2523,73,OFF,ON,ON,LOCKED,Away
2524,72,OFF,ON,ON,LOCKED,Away
2525,73,OFF,ON,ON,LOCKED,Away
2526,74,OFF,ON,ON,LOCKED,Away
2527,73,OFF,ON,ON,LOCKED,Away
2528,72,OFF,ON,ON,LOCKED,Away
2529,71,OFF,ON,ON,LOCKED,Away
2530,70,OFF,ON,ON,LOCKED,Away
2531,71,OFF,ON,ON,LOCKED,Away
2532,72,OFF,ON,ON,LOCKED,Away
2533,71,OFF,ON,ON,LOCKED,Away
2534,72,OFF,ON,ON,LOCKED,Away
2535,72,OFF,ON,ON,LOCKED,Away
2536,72,OFF,OFF,ON,LOCKED,Away
2537,72,OFF,ON,ON,LOCKED,Away
2538,72,OFF,OFF,ON,LOCKED,Home
2539,71,OFF,ON,ON,LOCKED,Home
2540,70,OFF,OFF,OFF,LOCKED,Home
2541,71,OFF,OFF,OFF,LOCKED,Home
2542,71,OFF,OFF,OFF,LOCKED,Home
2543,70,OFF,OFF,OFF,LOCKED,Home
2544,69,OFF,OFF,ON,LOCKED,Away
2545,70,OFF,ON,ON,LOCKED,Away
2546,71,OFF,ON,ON,LOCKED,Away
2547,70,OFF,ON,ON,LOCKED,Away
2548,71,OFF,ON,ON,LOCKED,Away
2549,72,OFF,ON,ON,LOCKED,Away
2550,72,OFF,ON,ON,LOCKED,Away
2551,72,OFF,ON,ON,LOCKED,Away
2552,72,OFF,ON,ON,LOCKED,Away
2553,73,OFF,ON,ON,LOCKED,Away
2554,74,OFF,ON,ON,LOCKED,Away
2555,73,OFF,OFF,ON,LOCKED,Away
2556,74,OFF,ON,ON,LOCKED,Away
2557,75,OFF,ON,ON,LOCKED,Away
2558,75,OFF,OFF,ON,LOCKED,Away
2559,76,OFF,ON,ON,LOCKED,Away
2560,77,OFF,OFF,ON,LOCKED,Away
2561,78,OFF,ON,ON,LOCKED,Away
2562,77,OFF,OFF,ON,LOCKED,Home
2563,78,OFF,ON,ON,LOCKED,Home
2564,79,OFF,ON,ON,LOCKED,Home
2565,78,OFF,ON,ON,LOCKED,Home
2566,79,OFF,ON,ON,LOCKED,Home
2567,79,OFF,OFF,OFF,LOCKED,Home
2568,79,OFF,OFF,ON,LOCKED,Away
2569,80,OFF,ON,ON,LOCKED,Away
2570,81,OFF,ON,ON,LOCKED,Away
2571,82,OFF,OFF,ON,LOCKED,Away
2572,83,OFF,ON,ON,LOCKED,Away
2573,84,OFF,OFF,ON,LOCKED,Away
2574,85,OFF,ON,ON,LOCKED,Away
2575,86,OFF,ON,ON,LOCKED,Away
2576,85,OFF,OFF,ON,LOCKED,Home
2577,85,OFF,ON,ON,LOCKED,Away
2578,86,OFF,OFF,ON,LOCKED,Home
2579,86,OFF,ON,ON,LOCKED,Home
2580,85,ON,OFF,ON,OPEN,Away
2581,85,ON,ON,ON,OPEN,Home
2582,84,ON,ON,ON,OPEN,Home
2583,85,OFF,ON,ON,OPEN,Home
2584,85,OFF,OFF,ON,LOCKED,Away
2585,86,OFF,ON,ON,LOCKED,Away
2586,87,OFF,ON,ON,LOCKED,Away
2587,88,OFF,OFF,ON,LOCKED,Away
2588,88,OFF,ON,ON,LOCKED,Away
2589,87,OFF,ON,ON,LOCKED,Away
2590,87,ON,ON,ON,LOCKED,Away
2591,86,ON,OFF,ON,LOCKED,Away
2592,85,ON,ON,ON,LOCKED,Away
2593,84,ON,ON,ON,LOCKED,Away
2594,85,OFF,OFF,ON,LOCKED,Home
2595,86,OFF,ON,ON,LOCKED,Home
2596,87,OFF,ON,ON,LOCKED,Home
2597,86,OFF,ON,ON,LOCKED,Home
2598,87,OFF,ON,ON,LOCKED,Home
2599,86,OFF,ON,ON,LOCKED,Home
2600,85,ON,ON,ON,OPEN,Home
2601,84,ON,ON,ON,OPEN,Home
2602,85,OFF,ON,ON,OPEN,Home
2603,86,OFF,ON,ON,OPEN,Home
2604,87,OFF,ON,ON,OPEN,Home
2605,86,OFF,OFF,ON,LOCKED,Away
2606,86,OFF,ON,ON,LOCKED,Away
2607,86,OFF,OFF,ON,LOCKED,Home
2608,86,ON,ON,ON,OPEN,Home
2609,85,ON,ON,ON,OPEN,Home
2610,86,ON,ON,ON,OPEN,Home
2611,87,ON,ON,ON,OPEN,Home
2612,88,ON,ON,ON,OPEN,Home
2613,89,ON,ON,ON,OPEN,Home
2614,88,ON,OFF,ON,LOCKED,Away
2615,89,ON,ON,ON,LOCKED,Away
2616,89,ON,ON,ON,LOCKED,Away
2617,90,ON,OFF,ON,LOCKED,Away
2618,90,ON,ON,ON,LOCKED,Away
2619,89,ON,OFF,ON,LOCKED,Away
2620,90,ON,ON,ON,LOCKED,Home
2621,90,ON,ON,ON,LOCKED,Home
2622,89,ON,ON,ON,LOCKED,Home
2623,90,ON,ON,ON,OPEN,Home
2624,89,ON,ON,ON,OPEN,Home
2625,88,ON,ON,ON,OPEN,Home
2626,88,ON,OFF,OFF,OPEN,Home
2627,88,ON,OFF,OFF,OPEN,Home
2628,87,ON,OFF,OFF,OPEN,Home
2629,87,ON,OFF,ON,LOCKED,Away
2630,88,ON,ON,ON,LOCKED,Away
2631,88,ON,ON,ON,LOCKED,Away
2632,87,ON,ON,ON,LOCKED,Away
2633,86,ON,ON,ON,LOCKED,Away
2634,87,ON,ON,ON,LOCKED,Away
2635,88,ON,OFF,ON,LOCKED,Away
2636,87,ON,ON,ON,LOCKED,Away
2637,87,ON,ON,ON,LOCKED,Away
2638,88,ON,ON,ON,LOCKED,Away
2639,87,ON,OFF,ON,LOCKED,Away
2640,87,ON,ON,ON,LOCKED,Home
2641,87,ON,ON,ON,LOCKED,Home
2642,86,ON,OFF,OFF,LOCKED,Home
2643,86,ON,OFF,OFF,OPEN,Home
2644,87,ON,OFF,ON,LOCKED,Away
2645,86,ON,ON,ON,LOCKED,Away
2646,87,ON,ON,ON,LOCKED,Away
2647,88,ON,ON,ON,LOCKED,Away
2648,88,ON,OFF,ON,LOCKED,Away
2649,87,ON,ON,ON,LOCKED,Away
2650,88,ON,ON,ON,LOCKED,Away
2651,88,ON,ON,ON,LOCKED,Away
2652,88,ON,ON,ON,LOCKED,Away
2653,89,ON,ON,ON,LOCKED,Away
2654,89,ON,ON,ON,LOCKED,Away
2655,90,ON,ON,ON,LOCKED,Away
2656,89,ON,OFF,ON,LOCKED,Away
2657,90,ON,ON,ON,LOCKED,Away
2658,90,ON,ON,ON,LOCKED,Away
2659,90,ON,OFF,ON,LOCKED,Home
2660,91,ON,ON,ON,LOCKED,Home
2661,90,ON,OFF,OFF,LOCKED,Home
2662,89,ON,OFF,OFF,LOCKED,Home
2663,90,ON,OFF,OFF,OPEN,Home
2664,90,ON,OFF,OFF,OPEN,Home
2665,90,ON,OFF,ON,LOCKED,Away
2666,91,ON,ON,ON,LOCKED,Home
2667,92,ON,ON,ON,LOCKED,Home
2668,91,ON,OFF,ON,OPEN,Away
2669,90,ON,ON,ON,OPEN,Away
2670,89,ON,OFF,ON,LOCKED,Away
2671,89,ON,ON,ON,LOCKED,Away
2672,89,ON,OFF,ON,LOCKED,Away
2673,90,ON,ON,ON,LOCKED,Away
2674,90,ON,ON,ON,LOCKED,Away
2675,89,ON,ON,ON,LOCKED,Away
2676,88,ON,ON,ON,LOCKED,Away
2677,88,ON,OFF,ON,LOCKED,Away
2678,89,ON,ON,ON,LOCKED,Away
2679,90,ON,ON,ON,LOCKED,Away
2680,89,ON,OFF,ON,LOCKED,Away
2681,89,ON,ON,ON,LOCKED,Away
2682,88,ON,ON,ON,LOCKED,Away
2683,88,ON,ON,ON,LOCKED,Away
2684,88,ON,ON,ON,LOCKED,Away
2685,87,ON,ON,ON,LOCKED,Away
2686,86,ON,OFF,ON,LOCKED,Away
2687,87,ON,ON,ON,LOCKED,Away
2688,87,ON,ON,ON,LOCKED,Away
2689,86,ON,OFF,ON,LOCKED,Away
2690,86,ON,ON,ON,LOCKED,Away
2691,86,ON,OFF,ON,LOCKED,Home
2692,87,ON,ON,ON,LOCKED,Home
2693,88,ON,ON,ON,LOCKED,Home
2694,89,ON,ON,ON,OPEN,Home
2695,88,ON,ON,ON,OPEN,Home
2696,89,ON,ON,ON,OPEN,Home
2697,88,ON,ON,ON,OPEN,Home
2698,87,ON,ON,ON,OPEN,Home
2699,86,ON,ON,ON,OPEN,Home
2700,86,ON,ON,ON,OPEN,Home
2701,86,ON,ON,ON,OPEN,Home
2702,86,ON,ON,ON,OPEN,Home
2703,86,ON,ON,ON,OPEN,Home
2704,85,ON,ON,ON,OPEN,Home
2705,85,ON,ON,ON,OPEN,Home
2706,85,ON,ON,ON,OPEN,Home
2707,85,ON,ON,ON,OPEN,Home
2708,85,ON,ON,ON,OPEN,Home
2709,84,ON,ON,ON,OPEN,Home
2710,85,OFF,ON,ON,OPEN,Home
2711,86,OFF,OFF,OFF,OPEN,Home
2712,87,OFF,OFF,OFF,OPEN,Home
2713,88,OFF,OFF,OFF,OPEN,Home
2714,88,OFF,OFF,OFF,OPEN,Home
2715,87,OFF,OFF,OFF,OPEN,Home
2716,88,OFF,OFF,ON,LOCKED,Away
2717,89,ON,ON,ON,LOCKED,Away
2718,90,ON,OFF,ON,LOCKED,Away
2719,90,ON,ON,ON,LOCKED,Away
2720,90,ON,ON,ON,LOCKED,Away
2721,89,ON,OFF,ON,LOCKED,Home
2722,90,ON,ON,ON,LOCKED,Away
2723,89,ON,OFF,ON,LOCKED,Home
2724,89,ON,ON,ON,LOCKED,Home
2725,89,ON,ON,ON,LOCKED,Home
2726,89,ON,OFF,ON,LOCKED,Home
2727,89,ON,ON,OFF,LOCKED,Home
2728,88,ON,ON,OFF,OPEN,Home
2729,89,ON,OFF,OFF,OPEN,Home
2730,89,ON,OFF,ON,LOCKED,Away
2731,90,ON,ON,ON,LOCKED,Away
2732,91,ON,OFF,ON,LOCKED,Away
2733,90,ON,ON,ON,LOCKED,Away
2734,90,ON,OFF,ON,LOCKED,Away
2735,89,ON,ON,ON,LOCKED,Away
2736,88,ON,ON,ON,LOCKED,Away
2737,87,ON,OFF,ON,LOCKED,Away
2738,88,ON,ON,ON,LOCKED,Away
2739,89,ON,OFF,ON,LOCKED,Away
2740,89,ON,ON,ON,LOCKED,Away
2741,88,ON,OFF,ON,LOCKED,Away
2742,88,ON,ON,ON,LOCKED,Home
2743,89,ON,ON,ON,OPEN,Home
2744,88,ON,OFF,ON,LOCKED,Away
2745,87,ON,ON,ON,LOCKED,Home
2746,86,ON,ON,ON,LOCKED,Home
2747,86,ON,OFF,ON,LOCKED,Home
2748,86,ON,ON,OFF,OPEN,Home
2749,86,ON,ON,OFF,OPEN,Home
2750,85,ON,ON,OFF,OPEN,Home
2751,84,ON,OFF,OFF,OPEN,Home
2752,84,OFF,OFF,OFF,OPEN,Home
2753,83,OFF,OFF,OFF,OPEN,Home
2754,82,OFF,OFF,OFF,OPEN,Home
2755,81,OFF,OFF,OFF,OPEN,Home
2756,80,OFF,OFF,ON,OPEN,Home
2757,79,OFF,ON,OFF,OPEN,Home
2758,80,OFF,ON,OFF,OPEN,Home
2759,79,OFF,ON,OFF,OPEN,Home
2760,80,OFF,OFF,ON,LOCKED,Away
2761,79,OFF,ON,ON,LOCKED,Away
2762,78,OFF,OFF,ON,LOCKED,Home
2763,77,OFF,ON,OFF,LOCKED,Home
2764,77,OFF,OFF,OFF,LOCKED,Home
2765,78,OFF,OFF,OFF,LOCKED,Home
2766,77,OFF,OFF,OFF,LOCKED,Home
2767,78,OFF,OFF,OFF,LOCKED,Home
2768,79,OFF,OFF,OFF,LOCKED,Home
2769,78,OFF,OFF,ON,LOCKED,Home
2770,77,OFF,ON,ON,LOCKED,Home
2771,78,OFF,OFF,ON,LOCKED,Home
2772,79,OFF,ON,ON,LOCKED,Home
2773,78,OFF,OFF,ON,LOCKED,Home
2774,77,OFF,ON,ON,LOCKED,Home
2775,77,OFF,ON,ON,LOCKED,Home
2776,76,OFF,ON,ON,LOCKED,Home
2777,75,OFF,ON,ON,LOCKED,Home
2778,75,OFF,ON,ON,LOCKED,Home
2779,74,OFF,OFF,ON,LOCKED,Away
2780,74,OFF,ON,ON,LOCKED,Away
2781,75,OFF,ON,ON,LOCKED,Away
2782,74,OFF,ON,ON,LOCKED,Away
2783,74,OFF,ON,ON,LOCKED,Away
2784,73,OFF,ON,ON,LOCKED,Away
2785,74,OFF,ON,ON,LOCKED,Away
2786,75,OFF,ON,ON,LOCKED,Away
2787,75,OFF,ON,ON,LOCKED,Away
2788,74,OFF,ON,ON,LOCKED,Away
2789,73,OFF,ON,ON,LOCKED,Away
2790,72,OFF,ON,ON,LOCKED,Away
2791,73,OFF,ON,ON,LOCKED,Away
2792,73,OFF,ON,ON,LOCKED,Away
2793,73,OFF,ON,ON,LOCKED,Away
2794,74,OFF,ON,ON,LOCKED,Away
2795,73,OFF,ON,ON,LOCKED,Away
2796,72,OFF,OFF,ON,LOCKED,Home
2797,73,OFF,ON,OFF,LOCKED,Home
2798,73,OFF,OFF,OFF,LOCKED,Home
2799,73,OFF,OFF,OFF,LOCKED,Home
2800,74,OFF,OFF,OFF,LOCKED,Home
2801,74,OFF,OFF,OFF,LOCKED,Home
2802,73,OFF,OFF,OFF,LOCKED,Home
2803,73,OFF,OFF,ON,LOCKED,Home
2804,73,OFF,ON,ON,LOCKED,Home
2805,74,OFF,ON,ON,LOCKED,Home
2806,73,OFF,OFF,ON,LOCKED,Away
2807,73,OFF,ON,ON,LOCKED,Home
2808,73,OFF,ON,ON,LOCKED,Home
2809,72,OFF,OFF,OFF,LOCKED,Home
2810,73,OFF,OFF,OFF,LOCKED,Home
2811,74,OFF,OFF,OFF,LOCKED,Home
2812,75,OFF,OFF,OFF,LOCKED,Home
2813,76,OFF,OFF,ON,LOCKED,Away
2814,75,OFF,ON,ON,LOCKED,Away
2815,75,OFF,ON,ON,LOCKED,Away
2816,74,OFF,OFF,ON,LOCKED,Away
2817,75,OFF,ON,ON,LOCKED,Away
2818,74,OFF,OFF,ON,LOCKED,Away
2819,75,OFF,ON,ON,LOCKED,Away
2820,75,OFF,ON,ON,LOCKED,Away
2821,75,OFF,ON,ON,LOCKED,Away
2822,74,OFF,OFF,ON,LOCKED,Away
2823,73,OFF,ON,ON,LOCKED,Away
2824,73,OFF,OFF,ON,LOCKED,Away
2825,73,OFF,ON,ON,LOCKED,Home
2826,74,OFF,ON,ON,LOCKED,Home
2827,74,OFF,OFF,ON,LOCKED,Away
2828,75,OFF,ON,ON,LOCKED,Away
2829,75,OFF,OFF,ON,LOCKED,Away
2830,74,OFF,ON,ON,LOCKED,Away
2831,75,OFF,ON,ON,LOCKED,Away
2832,76,OFF,OFF,ON,LOCKED,Away
2833,77,OFF,ON,ON,LOCKED,Away
2834,77,OFF,ON,ON,LOCKED,Away
2835,76,OFF,ON,ON,LOCKED,Away
2836,75,OFF,ON,ON,LOCKED,Away
2837,76,OFF,OFF,ON,LOCKED,Away
2838,77,OFF,ON,ON,LOCKED,Away
2839,76,OFF,OFF,ON,LOCKED,Home
2840,77,OFF,ON,ON,LOCKED,Away
2841,77,OFF,ON,ON,LOCKED,Away
2842,78,OFF,OFF,ON,LOCKED,Away
2843,79,OFF,ON,ON,LOCKED,Away
2844,79,OFF,OFF,ON,LOCKED,Away
2845,80,OFF,ON,ON,LOCKED,Away
2846,80,OFF,OFF,ON,LOCKED,Away
2847,80,OFF,ON,ON,LOCKED,Away
2848,79,OFF,ON,ON,LOCKED,Away
2849,79,OFF,ON,ON,LOCKED,Away
2850,79,OFF,OFF,ON,LOCKED,Away
2851,80,OFF,ON,ON,LOCKED,Away
2852,79,OFF,ON,ON,LOCKED,Away
2853,80,OFF,ON,ON,LOCKED,Away
2854,81,OFF,ON,ON,LOCKED,Away
2855,80,OFF,OFF,ON,LOCKED,Away
2856,81,OFF,ON,ON,LOCKED,Away
2857,82,OFF,ON,ON,LOCKED,Away
2858,81,OFF,ON,ON,LOCKED,Away
2859,80,OFF,ON,ON,LOCKED,Away
2860,80,OFF,OFF,ON,LOCKED,Away
2861,81,OFF,ON,ON,LOCKED,Home
2862,82,OFF,OFF,ON,LOCKED,Away
2863,83,OFF,ON,ON,LOCKED,Away
2864,84,OFF,ON,ON,LOCKED,Away
2865,85,OFF,ON,ON,LOCKED,Away
2866,85,OFF,ON,ON,LOCKED,Away
2867,86,OFF,ON,ON,LOCKED,Away
2868,87,OFF,ON,ON,LOCKED,Away
2869,86,OFF,ON,ON,LOCKED,Away
2870,85,OFF,OFF,ON,LOCKED,Away
2871,85,ON,ON,ON,LOCKED,Away
2872,84,ON,ON,ON,LOCKED,Away
2873,83,OFF,ON,ON,LOCKED,Away
2874,83,OFF,ON,ON,LOCKED,Away
2875,82,OFF,ON,ON,LOCKED,Away
2876,83,OFF,ON,ON,LOCKED,Away
2877,82,OFF,OFF,ON,LOCKED,Away
2878,81,OFF,ON,ON,LOCKED,Away
2879,82,OFF,ON,ON,LOCKED,Away
2880,82,OFF,ON,ON,LOCKED,Away
2881,82,OFF,ON,ON,LOCKED,Away
