,Thermostat,LightSensor,LightA,LightB,AC,Window
705,95,8,OFF,OFF,ON,Open
706,94,8,OFF,OFF,ON,Open
707,93,9,OFF,OFF,ON,Open
708,94,10,OFF,OFF,ON,Open
709,94,9,OFF,OFF,ON,Open
710,93,8,OFF,OFF,ON,Open
711,94,8,OFF,OFF,ON,Open
712,93,9,OFF,OFF,ON,Open
713,94,8,OFF,OFF,ON,Open
714,94,9,OFF,OFF,ON,Open
715,94,8,OFF,OFF,ON,Open
716,94,8,OFF,OFF,ON,Open
717,95,7,OFF,OFF,ON,Open
718,96,6,OFF,OFF,ON,Open
719,95,6,OFF,OFF,ON,Open
720,95,6,OFF,OFF,ON,Open
721,96,7,OFF,OFF,ON,Open
722,96,7,OFF,OFF,ON,Open
723,95,7,OFF,OFF,ON,Open
724,95,6,OFF,OFF,ON,Open
725,94,7,OFF,OFF,ON,Open
726,95,6,OFF,OFF,ON,Open
727,94,5,OFF,OFF,ON,Open
728,93,6,OFF,ON,ON,Open
729,93,6,OFF,ON,ON,Open
730,94,7,OFF,ON,ON,Open
731,93,7,OFF,ON,ON,Open
732,93,6,OFF,ON,ON,Open
733,93,5,OFF,ON,ON,Open
734,92,5,OFF,ON,ON,Open
735,92,5,OFF,ON,ON,Open
736,92,6,OFF,ON,ON,Open
737,91,6,OFF,ON,ON,Open
738,90,6,OFF,ON,ON,Open
739,90,5,OFF,ON,ON,Open
740,91,3,OFF,ON,ON,Open
741,91,2,OFF,ON,ON,Open
742,91,2,OFF,ON,ON,Open
743,91,2,OFF,ON,ON,Open
744,90,2,OFF,ON,ON,Open
745,89,3,OFF,ON,ON,Open
746,90,4,OFF,ON,ON,Open
747,90,2,OFF,ON,ON,Open
748,91,2,OFF,ON,ON,Open
749,91,3,OFF,ON,ON,Open
750,91,5,OFF,ON,ON,Open
751,92,6,OFF,ON,ON,Open
752,92,5,OFF,ON,ON,Open
753,92,5,OFF,ON,ON,Open
754,92,6,OFF,ON,ON,Open
755,92,6,OFF,ON,ON,Open
756,93,5,OFF,ON,ON,Open
757,92,6,OFF,ON,ON,Open
758,93,5,OFF,ON,ON,Open
759,93,4,OFF,ON,ON,Open
760,93,5,OFF,ON,ON,Open
761,94,7,OFF,ON,ON,Open
762,93,8,OFF,ON,ON,Open
763,93,8,OFF,ON,ON,Open
764,92,7,OFF,ON,ON,Open
765,92,7,OFF,ON,ON,Open
766,91,8,OFF,ON,ON,Open
767,90,9,OFF,ON,ON,Open
768,90,8,OFF,ON,ON,Open
769,90,9,OFF,ON,ON,Open
770,89,8,OFF,OFF,ON,Open
771,89,7,OFF,OFF,ON,Open
772,90,6,OFF,OFF,ON,Open
773,89,5,OFF,OFF,ON,Open
774,88,4,OFF,ON,ON,Open
775,87,4,OFF,ON,ON,Open
776,87,4,OFF,ON,ON,Open
777,87,2,OFF,ON,ON,Open
778,86,3,OFF,ON,ON,Open
779,86,3,OFF,ON,ON,Open
780,86,4,OFF,ON,ON,Open
781,86,3,OFF,ON,ON,Open
782,86,3,OFF,ON,ON,Open
783,87,4,OFF,ON,ON,Open
784,86,3,OFF,ON,ON,Open
785,86,2,OFF,ON,ON,Open
786,85,4,OFF,ON,ON,Open
787,85,4,OFF,ON,ON,Open
788,86,3,OFF,ON,ON,Open
789,87,3,OFF,ON,ON,Open
790,87,3,OFF,ON,ON,Open
791,88,3,OFF,ON,ON,Open
792,87,5,OFF,ON,ON,Open
793,87,6,OFF,ON,ON,Open
794,86,7,OFF,ON,ON,Open
795,86,6,OFF,ON,ON,Open
796,85,6,OFF,ON,ON,Open
797,85,5,OFF,ON,ON,Open
798,86,6,OFF,ON,ON,Open
799,85,6,OFF,ON,ON,Open
800,84,5,OFF,ON,ON,Open
801,83,6,OFF,ON,ON,Open
802,84,5,OFF,ON,ON,Open
803,85,3,OFF,ON,ON,Open
804,84,4,OFF,ON,ON,Open
805,85,4,OFF,ON,ON,Open
806,85,6,OFF,ON,ON,Open
807,84,6,OFF,ON,ON,Open
808,84,6,OFF,ON,ON,Open
809,83,6,OFF,ON,ON,Open
810,84,5,OFF,ON,ON,Open
811,83,4,OFF,ON,ON,Open
812,82,5,OFF,ON,ON,Open
813,81,4,OFF,ON,ON,Open
814,81,3,OFF,ON,ON,Open
815,81,4,OFF,ON,ON,Open
816,81,3,OFF,ON,ON,Open
817,82,3,OFF,ON,ON,Open
818,81,4,OFF,ON,ON,Open
819,81,5,ON,ON,OFF,Closed
820,82,4,OFF,ON,ON,Open
821,82,5,OFF,ON,ON,Open
822,83,5,OFF,ON,ON,Closed
823,83,5,OFF,ON,ON,Closed
824,82,6,OFF,ON,ON,Closed
825,81,6,OFF,ON,ON,Closed
826,82,7,OFF,ON,ON,Closed
827,83,7,OFF,ON,ON,Closed
828,82,6,ON,OFF,OFF,Closed
829,82,5,ON,OFF,OFF,Open
830,83,6,ON,OFF,OFF,Open
831,82,6,ON,OFF,OFF,Open
832,82,6,ON,OFF,OFF,Open
833,83,5,ON,OFF,OFF,Open
834,84,5,ON,OFF,OFF,Open
835,84,5,ON,OFF,OFF,Open
836,85,4,ON,ON,OFF,Open
837,86,5,ON,ON,OFF,Open
838,86,3,ON,ON,OFF,Open
839,87,3,OFF,ON,ON,Open
840,87,4,OFF,ON,ON,Open
841,88,6,OFF,ON,ON,Open
842,89,5,OFF,ON,ON,Closed
843,90,7,OFF,ON,ON,Closed
844,91,8,OFF,ON,ON,Closed
845,90,8,OFF,ON,ON,Closed
846,91,7,OFF,ON,ON,Closed
847,92,7,OFF,ON,ON,Closed
848,93,7,OFF,ON,ON,Closed
849,94,8,OFF,ON,ON,Closed
850,95,7,OFF,ON,ON,Closed
851,96,7,OFF,ON,ON,Closed
852,96,6,OFF,ON,ON,Closed
853,97,5,OFF,ON,ON,Closed
854,97,5,ON,ON,OFF,Closed
855,98,5,ON,ON,OFF,Open
856,97,6,ON,ON,OFF,Open
857,97,5,ON,ON,OFF,Open
858,97,4,ON,ON,OFF,Open
859,98,5,ON,ON,OFF,Open
860,99,6,ON,ON,OFF,Open
861,99,6,ON,ON,OFF,Open
862,98,5,ON,ON,OFF,Open
863,99,7,ON,ON,OFF,Open
864,98,8,ON,ON,OFF,Open
865,98,8,ON,ON,OFF,Open
866,97,7,ON,ON,OFF,Open
867,98,7,ON,ON,OFF,Open
868,98,7,ON,ON,OFF,Open
869,98,6,ON,ON,OFF,Open
870,99,5,ON,ON,OFF,Open
871,100,7,ON,ON,OFF,Open
872,100,6,ON,ON,OFF,Open
873,101,7,ON,ON,OFF,Open
874,101,8,ON,ON,OFF,Open
875,100,9,ON,ON,OFF,Open
876,99,10,OFF,OFF,OFF,Open
877,98,8,OFF,OFF,OFF,Open
878,97,8,OFF,OFF,OFF,Open
879,96,9,OFF,OFF,OFF,Open
880,95,8,OFF,OFF,OFF,Open
881,95,9,OFF,OFF,OFF,Open
882,96,8,OFF,OFF,OFF,Open
883,95,9,OFF,OFF,OFF,Open
884,94,10,OFF,OFF,OFF,Open
885,94,9,OFF,OFF,OFF,Open
886,95,9,OFF,OFF,OFF,Open
887,94,8,OFF,OFF,OFF,Open
888,94,9,OFF,OFF,OFF,Open
889,93,8,OFF,OFF,OFF,Open
890,94,7,OFF,OFF,OFF,Open
891,94,7,OFF,OFF,OFF,Open
892,93,7,OFF,OFF,OFF,Open
893,93,8,OFF,OFF,OFF,Open
894,94,8,OFF,OFF,OFF,Open
895,95,9,OFF,OFF,OFF,Open
896,96,10,OFF,OFF,OFF,Open
897,95,9,OFF,OFF,OFF,Open
898,96,10,OFF,OFF,ON,Open
899,97,9,OFF,OFF,ON,Open
900,97,9,OFF,OFF,ON,Closed
901,97,10,OFF,OFF,ON,Closed
902,96,10,OFF,OFF,ON,Closed
903,97,8,OFF,OFF,ON,Closed
904,96,7,OFF,OFF,ON,Closed
905,97,6,OFF,OFF,ON,Closed
906,98,5,OFF,OFF,ON,Closed
907,99,5,OFF,ON,ON,Closed
908,98,4,OFF,ON,ON,Closed
909,97,3,ON,ON,OFF,Closed
910,97,2,ON,ON,OFF,Open
911,96,3,ON,ON,OFF,Open
912,96,4,ON,ON,OFF,Open
913,97,4,ON,ON,OFF,Open
914,98,3,ON,ON,OFF,Open
915,97,2,ON,ON,OFF,Open
916,97,2,ON,ON,OFF,Open
917,96,4,ON,ON,OFF,Open
918,96,2,ON,ON,OFF,Open
919,96,2,ON,ON,OFF,Open
920,95,3,ON,ON,OFF,Open
921,96,4,ON,ON,OFF,Open
922,95,4,ON,ON,OFF,Open
923,95,5,ON,ON,ON,Open
924,94,4,ON,ON,ON,Open
925,94,4,ON,ON,ON,Open
926,94,6,ON,ON,ON,Closed
927,94,7,ON,ON,ON,Closed
928,94,8,ON,ON,ON,Closed
929,93,9,ON,ON,ON,Closed
930,93,9,OFF,OFF,ON,Closed
931,94,8,OFF,OFF,ON,Closed
932,95,8,OFF,OFF,ON,Closed
933,95,9,OFF,OFF,ON,Closed
934,94,8,OFF,OFF,ON,Closed
935,95,9,OFF,OFF,ON,Closed
936,94,8,OFF,OFF,ON,Closed
937,94,9,OFF,OFF,ON,Closed
938,95,8,OFF,OFF,ON,Closed
939,95,8,OFF,OFF,ON,Closed
940,94,7,OFF,OFF,ON,Closed
941,95,6,OFF,OFF,ON,Closed
942,94,5,OFF,OFF,ON,Closed
943,94,5,OFF,ON,ON,Closed
944,95,3,OFF,ON,ON,Closed
945,94,3,ON,ON,OFF,Closed
946,93,2,ON,ON,OFF,Open
947,93,2,ON,ON,OFF,Open
948,93,2,ON,ON,OFF,Open
949,94,2,ON,ON,OFF,Open
950,93,4,ON,ON,OFF,Open
951,94,5,OFF,ON,ON,Open
952,95,5,OFF,ON,ON,Open
953,95,4,OFF,ON,ON,Open
954,95,6,OFF,ON,ON,Closed
955,94,7,OFF,ON,ON,Closed
956,93,6,OFF,ON,ON,Closed
957,94,6,OFF,ON,ON,Closed
958,94,6,OFF,ON,ON,Closed
959,94,5,OFF,ON,ON,Closed
960,93,6,OFF,ON,ON,Closed
961,93,5,OFF,ON,ON,Closed
962,93,5,OFF,ON,ON,Closed
963,92,5,OFF,ON,ON,Closed
964,92,3,OFF,ON,ON,Closed
965,91,4,OFF,ON,ON,Closed
966,90,3,OFF,ON,ON,Closed
967,91,2,OFF,ON,ON,Closed
968,90,4,OFF,ON,ON,Closed
969,90,4,OFF,ON,ON,Closed
970,89,6,OFF,ON,ON,Closed
971,90,6,OFF,ON,ON,Closed
972,90,7,OFF,ON,ON,Closed
973,90,7,OFF,ON,ON,Closed
974,89,6,OFF,ON,ON,Closed
975,88,6,ON,ON,OFF,Closed
976,88,6,ON,ON,OFF,Open
977,89,6,ON,ON,OFF,Open
978,90,5,ON,ON,OFF,Open
979,89,4,ON,ON,OFF,Open
980,89,4,ON,ON,OFF,Open
981,90,3,ON,ON,OFF,Open
982,90,2,ON,ON,OFF,Open
983,90,2,ON,ON,OFF,Open
984,89,3,ON,ON,OFF,Open
985,89,2,ON,ON,OFF,Open
986,89,4,ON,ON,OFF,Open
987,89,2,ON,ON,OFF,Open
988,89,2,ON,ON,OFF,Open
989,89,2,ON,ON,OFF,Open
990,90,3,ON,ON,OFF,Open
991,89,2,OFF,ON,ON,Open
992,90,2,OFF,ON,ON,Open
993,91,2,OFF,ON,ON,Closed
994,92,4,OFF,ON,ON,Closed
995,92,3,OFF,ON,ON,Closed
996,92,3,OFF,ON,ON,Closed
997,93,2,OFF,ON,ON,Closed
998,92,2,OFF,ON,ON,Closed
999,92,3,OFF,ON,ON,Closed
1000,93,5,ON,ON,OFF,Closed
1001,92,5,ON,ON,OFF,Open
1002,91,4,ON,ON,OFF,Open
1003,90,2,ON,ON,OFF,Open
1004,89,2,ON,ON,OFF,Open
1005,89,2,ON,ON,OFF,Open
1006,88,2,ON,ON,OFF,Open
1007,87,3,ON,ON,OFF,Open
1008,88,2,ON,ON,OFF,Open
1009,88,3,ON,ON,OFF,Open
1010,87,4,ON,ON,OFF,Open
1011,87,4,ON,ON,ON,Open
1012,88,5,ON,ON,ON,Open
1013,87,6,ON,ON,ON,Open
1014,86,5,ON,ON,ON,Closed
1015,86,5,ON,ON,ON,Closed
1016,85,3,ON,ON,ON,Closed
1017,86,3,ON,ON,ON,Closed
1018,85,3,ON,ON,ON,Closed
1019,84,2,ON,ON,ON,Closed
1020,84,3,ON,ON,ON,Closed
1021,84,2,ON,ON,ON,Closed
1022,85,3,ON,ON,ON,Closed
1023,84,4,ON,ON,ON,Closed
1024,85,4,ON,ON,ON,Closed
1025,85,4,ON,ON,ON,Closed
1026,85,4,ON,ON,ON,Closed
1027,85,4,ON,ON,ON,Closed
1028,86,3,ON,ON,ON,Closed
1029,87,5,ON,ON,ON,Closed
1030,88,4,ON,ON,ON,Closed
1031,89,6,ON,ON,ON,Closed
1032,90,5,ON,ON,ON,Closed
1033,91,5,ON,ON,ON,Closed
1034,92,6,ON,ON,ON,Closed
1035,93,5,ON,ON,ON,Closed
1036,94,3,ON,ON,ON,Closed
1037,95,3,ON,ON,ON,Closed
1038,95,2,ON,ON,ON,Closed
1039,95,3,ON,ON,ON,Closed
1040,96,5,ON,ON,ON,Closed
1041,95,7,ON,ON,ON,Closed
1042,94,8,ON,ON,ON,Closed
1043,93,8,ON,ON,ON,Closed
1044,93,7,ON,ON,ON,Closed
1045,93,7,ON,ON,ON,Closed
1046,94,7,ON,ON,ON,Closed
1047,94,8,ON,ON,ON,Closed
1048,93,8,ON,ON,ON,Closed
1049,94,9,ON,ON,ON,Closed
1050,95,10,OFF,OFF,ON,Closed
1051,94,9,OFF,OFF,ON,Closed
1052,95,8,OFF,OFF,ON,Closed
1053,96,8,OFF,OFF,ON,Closed
1054,95,9,OFF,OFF,ON,Closed
1055,95,8,OFF,OFF,ON,Closed
1056,95,7,OFF,OFF,ON,Closed
1057,94,6,OFF,OFF,ON,Closed
1058,95,6,OFF,OFF,ON,Closed
1059,96,7,OFF,OFF,ON,Closed
1060,96,6,OFF,OFF,ON,Closed
1061,97,5,OFF,OFF,ON,Closed
1062,96,7,OFF,ON,ON,Closed
1063,95,6,OFF,ON,ON,Closed
1064,94,7,OFF,ON,ON,Closed
1065,93,8,OFF,ON,ON,Closed
1066,93,7,OFF,ON,ON,Closed
1067,92,7,OFF,ON,ON,Closed
1068,92,6,OFF,ON,ON,Closed
1069,91,6,OFF,ON,ON,Closed
1070,92,6,OFF,ON,ON,Closed
1071,91,7,OFF,ON,ON,Closed
1072,90,8,OFF,ON,ON,Closed
1073,89,8,OFF,ON,ON,Closed
1074,88,8,OFF,ON,ON,Closed
1075,87,8,OFF,ON,ON,Closed
1076,86,7,OFF,ON,ON,Closed
1077,87,8,OFF,ON,ON,Closed
1078,88,9,OFF,ON,ON,Closed
1079,87,9,OFF,OFF,ON,Closed
1080,88,8,OFF,OFF,ON,Closed
1081,89,9,OFF,OFF,ON,Closed
1082,90,9,OFF,OFF,ON,Closed
1083,90,9,OFF,OFF,ON,Closed
1084,91,8,OFF,OFF,ON,Closed
1085,90,8,OFF,OFF,ON,Closed
1086,89,9,OFF,OFF,ON,Closed
1087,88,9,OFF,OFF,ON,Closed
1088,88,10,OFF,OFF,ON,Closed
1089,88,10,OFF,OFF,ON,Closed
1090,87,9,OFF,OFF,ON,Closed
1091,88,9,OFF,OFF,ON,Closed
1092,88,8,OFF,OFF,ON,Closed
1093,89,7,OFF,OFF,ON,Closed
1094,90,6,OFF,OFF,ON,Closed
1095,89,6,OFF,OFF,ON,Closed
1096,89,5,OFF,OFF,ON,Closed
1097,90,4,OFF,ON,ON,Closed
1098,90,3,OFF,ON,ON,Closed
1099,90,4,OFF,ON,ON,Closed
1100,91,4,OFF,ON,ON,Closed
1101,92,3,OFF,ON,ON,Closed
1102,92,4,OFF,ON,ON,Closed
1103,91,6,OFF,ON,ON,Closed
1104,92,7,OFF,ON,ON,Closed
1105,93,8,OFF,ON,ON,Closed
1106,92,9,OFF,ON,ON,Closed
1107,93,9,OFF,OFF,ON,Closed
1108,93,8,OFF,OFF,ON,Closed
1109,94,8,OFF,OFF,ON,Closed
1110,95,9,OFF,OFF,ON,Closed
1111,95,10,OFF,OFF,ON,Closed
1112,96,8,OFF,OFF,ON,Closed
1113,95,7,OFF,OFF,ON,Closed
1114,94,7,OFF,OFF,ON,Closed
1115,95,7,OFF,OFF,ON,Closed
1116,96,6,OFF,OFF,ON,Closed
1117,97,5,OFF,OFF,ON,Closed
1118,96,7,OFF,ON,ON,Closed
1119,95,7,OFF,ON,ON,Closed
1120,96,6,OFF,ON,ON,Closed
1121,95,6,OFF,ON,ON,Closed
1122,95,6,OFF,ON,ON,Closed
1123,95,7,OFF,ON,ON,Closed
1124,95,7,OFF,ON,ON,Closed
1125,95,8,OFF,ON,ON,Closed
1126,95,7,OFF,ON,ON,Closed
1127,94,7,OFF,ON,ON,Closed
1128,95,6,OFF,ON,ON,Closed
1129,94,6,OFF,ON,ON,Closed
1130,93,6,OFF,ON,ON,Closed
1131,94,7,OFF,ON,ON,Closed
1132,94,6,OFF,ON,ON,Closed
1133,95,7,OFF,ON,ON,Closed
1134,94,6,OFF,ON,ON,Closed
1135,95,7,OFF,ON,ON,Closed
1136,96,7,OFF,ON,ON,Closed
1137,96,6,OFF,ON,ON,Closed
1138,96,7,OFF,ON,ON,Closed
1139,96,8,OFF,ON,ON,Closed
1140,95,8,OFF,ON,ON,Closed
1141,94,8,OFF,ON,ON,Closed
1142,95,7,OFF,ON,ON,Closed
1143,95,6,OFF,ON,ON,Closed
1144,94,7,OFF,ON,ON,Closed
1145,95,6,OFF,ON,ON,Closed
1146,94,7,OFF,ON,ON,Closed
1147,95,7,OFF,ON,ON,Closed
1148,96,7,OFF,ON,ON,Closed
1149,96,6,OFF,ON,ON,Closed
1150,95,5,OFF,ON,ON,Closed
1151,96,5,OFF,ON,ON,Closed
1152,95,6,OFF,ON,ON,Closed
1153,95,6,OFF,ON,ON,Closed
1154,96,7,OFF,ON,ON,Closed
1155,97,6,OFF,ON,ON,Closed
1156,97,5,OFF,ON,ON,Closed
1157,96,5,OFF,ON,ON,Closed
1158,96,5,OFF,ON,ON,Closed
1159,95,5,OFF,ON,ON,Closed
1160,96,4,OFF,ON,ON,Closed
1161,95,4,OFF,ON,ON,Closed
1162,95,2,OFF,ON,ON,Closed
1163,96,3,OFF,ON,ON,Closed
1164,96,3,OFF,ON,ON,Closed
1165,96,3,OFF,ON,ON,Closed
1166,95,2,OFF,ON,ON,Closed
1167,96,4,OFF,ON,ON,Closed
1168,97,4,OFF,ON,ON,Closed
1169,97,3,OFF,ON,ON,Closed
1170,96,3,OFF,ON,ON,Closed
1171,97,5,OFF,ON,ON,Closed
1172,97,5,OFF,ON,ON,Closed
1173,97,4,OFF,ON,ON,Closed
1174,96,4,ON,ON,OFF,Closed
1175,97,4,ON,ON,OFF,Open
1176,98,4,ON,ON,OFF,Open
1177,99,4,ON,ON,ON,Open
1178,100,4,ON,ON,ON,Open
1179,99,4,ON,ON,ON,Open
1180,100,3,ON,ON,ON,Closed
1181,100,2,ON,ON,ON,Closed
1182,101,2,ON,ON,ON,Closed
1183,101,3,ON,ON,ON,Closed
1184,101,2,ON,ON,ON,Closed
1185,101,2,ON,ON,ON,Closed
1186,101,3,ON,ON,ON,Closed
1187,100,3,ON,ON,ON,Closed
1188,99,5,ON,ON,ON,Closed
1189,100,5,ON,ON,ON,Closed
1190,100,7,ON,ON,ON,Closed
1191,99,7,ON,ON,ON,Closed
1192,98,6,ON,ON,ON,Closed
1193,98,7,ON,ON,ON,Closed
1194,97,7,ON,ON,ON,Closed
1195,97,7,ON,ON,ON,Closed
1196,97,6,ON,ON,ON,Closed
1197,96,5,ON,ON,ON,Closed
1198,97,4,ON,ON,ON,Closed
1199,96,4,ON,ON,ON,Closed
1200,95,5,ON,ON,ON,Closed
1201,95,5,ON,ON,ON,Closed
1202,96,6,ON,ON,ON,Closed
1203,95,7,ON,ON,ON,Closed
1204,94,8,ON,ON,ON,Closed
1205,93,7,ON,ON,ON,Closed
1206,94,8,ON,ON,ON,Closed
1207,93,9,ON,ON,ON,Closed
1208,92,8,ON,ON,ON,Closed
1209,91,8,ON,ON,ON,Closed
1210,92,7,ON,ON,ON,Closed
1211,92,8,ON,ON,ON,Closed
1212,93,8,ON,ON,ON,Closed
1213,93,9,ON,ON,ON,Closed
1214,94,8,ON,ON,ON,Closed
1215,93,7,ON,ON,ON,Closed
1216,94,6,ON,ON,ON,Closed
1217,95,6,ON,ON,ON,Closed
1218,96,5,ON,ON,ON,Closed
1219,96,5,ON,ON,ON,Closed
1220,96,5,ON,ON,ON,Closed
1221,96,3,ON,ON,ON,Closed
1222,96,2,ON,ON,ON,Closed
1223,95,4,ON,ON,ON,Closed
1224,96,3,ON,ON,ON,Closed
1225,95,3,ON,ON,ON,Closed
1226,96,2,ON,ON,ON,Closed
1227,97,2,ON,ON,ON,Closed
1228,96,3,ON,ON,ON,Closed
1229,95,5,ON,ON,ON,Closed
1230,96,6,ON,ON,ON,Closed
1231,97,6,ON,ON,ON,Closed
1232,98,5,ON,ON,ON,Closed
1233,98,4,ON,ON,ON,Closed
1234,98,5,ON,ON,ON,Closed
1235,97,3,ON,ON,ON,Closed
1236,97,2,ON,ON,ON,Closed
1237,96,3,ON,ON,ON,Closed
1238,97,2,ON,ON,ON,Closed
1239,96,4,ON,ON,ON,Closed
1240,97,4,ON,ON,ON,Closed
1241,96,4,ON,ON,ON,Closed
1242,96,2,ON,ON,ON,Closed
1243,95,2,ON,ON,ON,Closed
1244,94,3,ON,ON,ON,Closed
1245,93,2,ON,ON,ON,Closed
1246,93,3,ON,ON,ON,Closed
1247,94,2,ON,ON,ON,Closed
1248,94,3,ON,ON,ON,Closed
1249,94,3,ON,ON,ON,Closed
1250,93,2,ON,ON,ON,Closed
1251,94,3,ON,ON,ON,Closed
1252,95,3,ON,ON,ON,Closed
1253,96,3,ON,ON,ON,Closed
1254,96,4,ON,ON,ON,Closed
1255,95,3,ON,ON,ON,Closed
1256,95,2,ON,ON,ON,Closed
1257,96,3,ON,ON,ON,Closed
1258,96,2,ON,ON,ON,Closed
1259,97,2,ON,ON,ON,Closed
1260,96,3,ON,ON,ON,Closed
1261,97,3,ON,ON,ON,Closed
1262,98,5,ON,ON,ON,Closed
1263,98,6,ON,ON,ON,Closed
1264,99,7,ON,ON,ON,Closed
1265,99,8,ON,ON,ON,Closed
1266,98,7,ON,ON,ON,Closed
1267,99,8,ON,ON,ON,Closed
1268,98,7,ON,ON,ON,Closed
1269,98,7,ON,ON,ON,Closed
1270,98,8,ON,ON,ON,Closed
1271,99,8,ON,ON,ON,Closed
1272,98,7,ON,ON,ON,Closed
1273,98,7,ON,ON,ON,Closed
1274,99,6,ON,ON,ON,Closed
1275,100,5,ON,ON,ON,Closed
1276,99,4,ON,ON,ON,Closed
1277,98,4,ON,ON,ON,Closed
1278,98,5,ON,ON,ON,Closed
1279,97,6,OFF,ON,OFF,Closed
1280,97,7,OFF,ON,OFF,Open
1281,97,7,OFF,ON,OFF,Open
1282,97,8,OFF,ON,OFF,Open
1283,97,8,OFF,ON,OFF,Open
1284,97,9,OFF,ON,OFF,Open
1285,97,10,OFF,OFF,OFF,Open
1286,96,10,OFF,OFF,OFF,Open
1287,95,9,OFF,OFF,OFF,Open
1288,94,8,OFF,OFF,OFF,Open
1289,95,8,OFF,OFF,OFF,Open
1290,94,7,OFF,OFF,OFF,Open
1291,93,8,OFF,OFF,OFF,Open
1292,94,8,OFF,OFF,OFF,Open
1293,94,9,OFF,OFF,OFF,Open
1294,95,9,OFF,OFF,OFF,Open
1295,94,8,OFF,OFF,OFF,Open
1296,94,8,OFF,OFF,OFF,Open
1297,93,8,OFF,OFF,OFF,Open
1298,92,8,OFF,OFF,OFF,Open
1299,91,7,ON,OFF,ON,Open
1300,90,7,ON,OFF,ON,Open
1301,91,7,ON,OFF,ON,Closed
1302,92,6,ON,OFF,ON,Closed
1303,91,6,ON,OFF,ON,Closed
1304,91,5,ON,OFF,ON,Closed
1305,92,3,ON,ON,ON,Closed
1306,91,3,ON,ON,ON,Closed
1307,91,3,ON,ON,ON,Closed
1308,90,2,ON,ON,ON,Closed
1309,90,4,ON,ON,ON,Closed
1310,89,4,ON,ON,ON,Closed
1311,89,4,ON,ON,ON,Closed
1312,90,5,ON,ON,ON,Closed
1313,89,3,ON,ON,ON,Closed
1314,88,2,ON,ON,ON,Closed
1315,89,4,ON,ON,ON,Closed
1316,90,6,ON,ON,ON,Closed
1317,91,7,ON,ON,ON,Closed
1318,91,6,ON,ON,ON,Closed
1319,90,5,OFF,ON,OFF,Closed
1320,90,4,OFF,ON,OFF,Open
1321,91,2,OFF,ON,OFF,Open
1322,91,3,OFF,ON,OFF,Open
1323,90,2,OFF,ON,OFF,Open
1324,90,3,OFF,ON,OFF,Open
1325,91,4,OFF,ON,OFF,Open
1326,91,5,OFF,ON,OFF,Open
1327,92,3,OFF,ON,OFF,Open
1328,92,4,OFF,ON,OFF,Open
1329,92,6,OFF,ON,OFF,Open
1330,92,7,OFF,ON,OFF,Open
1331,92,8,OFF,ON,OFF,Open
1332,93,8,OFF,ON,OFF,Open
1333,93,7,OFF,ON,OFF,Open
1334,94,6,ON,ON,ON,Open
1335,93,5,ON,ON,ON,Open
1336,94,3,ON,ON,ON,Open
1337,93,3,ON,ON,ON,Closed
1338,92,2,ON,ON,ON,Closed
1339,93,3,ON,ON,ON,Closed
1340,93,4,ON,ON,ON,Closed
1341,94,6,ON,ON,ON,Closed
1342,94,7,ON,ON,ON,Closed
1343,93,8,ON,ON,ON,Closed
1344,93,8,ON,ON,ON,Closed
1345,94,8,ON,ON,ON,Closed
1346,95,8,ON,ON,ON,Closed
1347,94,9,ON,ON,ON,Closed
1348,94,9,OFF,OFF,ON,Closed
1349,93,8,OFF,OFF,ON,Closed
1350,92,9,OFF,OFF,ON,Closed
1351,91,10,OFF,OFF,ON,Closed
1352,91,9,OFF,OFF,ON,Closed
1353,92,8,OFF,OFF,ON,Closed
1354,93,8,OFF,OFF,ON,Closed
1355,93,8,OFF,OFF,ON,Closed
1356,93,9,ON,OFF,OFF,Closed
1357,92,8,OFF,OFF,OFF,Open
1358,91,7,OFF,OFF,OFF,Open
1359,90,6,OFF,OFF,OFF,Open
1360,90,5,OFF,OFF,OFF,Open
1361,90,4,OFF,ON,OFF,Open
1362,91,5,OFF,ON,OFF,Open
1363,90,7,OFF,ON,OFF,Open
1364,91,7,OFF,ON,OFF,Open
1365,92,8,OFF,ON,OFF,Open
1366,92,8,OFF,ON,OFF,Open
1367,92,8,OFF,ON,OFF,Open
1368,93,8,OFF,ON,OFF,Open
1369,94,7,OFF,ON,OFF,Open
1370,94,6,OFF,ON,OFF,Open
1371,93,7,OFF,ON,OFF,Open
1372,94,8,OFF,ON,OFF,Open
1373,95,9,OFF,ON,OFF,Open
1374,94,8,OFF,ON,OFF,Open
1375,94,8,OFF,ON,OFF,Open
1376,93,8,OFF,ON,OFF,Open
1377,93,9,OFF,ON,OFF,Open
1378,92,10,OFF,OFF,OFF,Open
1379,92,10,OFF,OFF,OFF,Open
1380,91,8,OFF,OFF,OFF,Open
1381,92,8,OFF,OFF,OFF,Open
1382,93,8,OFF,OFF,OFF,Open
1383,94,8,OFF,OFF,OFF,Open
1384,94,8,OFF,OFF,OFF,Open
1385,95,9,OFF,OFF,OFF,Open
1386,95,10,OFF,OFF,OFF,Open
1387,96,9,OFF,OFF,OFF,Open
1388,97,9,OFF,OFF,ON,Open
1389,97,8,OFF,OFF,ON,Open
1390,96,9,OFF,OFF,ON,Closed
1391,95,8,OFF,OFF,ON,Closed
1392,94,7,OFF,OFF,ON,Closed
1393,93,7,OFF,OFF,ON,Closed
1394,93,6,OFF,OFF,ON,Closed
